,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
993,1609.mp4,1,"[[1.         0.99910354 0.99018842 ... 0.         0.         0.        ]
 [0.99910354 1.         0.99114418 ... 0.         0.         0.        ]
 [0.99018842 0.99114418 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99910354 0.99018842 ... 0.         0.         0.        ]
 [0.99910354 1.         0.99114418 ... 0.         0.         0.        ]
 [0.99018842 0.99114418 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[152 232 189 ...  47  85  84]
 [153 232 190 ...  47  85  85]
 [152 234 189 ...  49  90  90]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
994,1610.mp4,1,"[[1.         0.99927257 0.9989968  ... 0.99744402 0.99713414 0.99683756]
 [0.99927257 1.         0.99941282 ... 0.99736485 0.99625121 0.99687531]
 [0.9989968  0.99941282 1.         ... 0.99699733 0.99613384 0.99618844]
 ...
 [0.99744402 0.99736485 0.99699733 ... 1.         0.99915086 0.99934924]
 [0.99713414 0.99625121 0.99613384 ... 0.99915086 1.         0.99853409]
 [0.99683756 0.99687531 0.99618844 ... 0.99934924 0.99853409 1.        ]]","[[1.         0.99927257 0.9989968  ... 0.99744402 0.99713414 0.99683756]
 [0.99927257 1.         0.99941282 ... 0.99736485 0.99625121 0.99687531]
 [0.9989968  0.99941282 1.         ... 0.99699733 0.99613384 0.99618844]
 ...
 [0.99744402 0.99736485 0.99699733 ... 1.         0.99915086 0.99934924]
 [0.99713414 0.99625121 0.99613384 ... 0.99915086 1.         0.99853409]
 [0.99683756 0.99687531 0.99618844 ... 0.99934924 0.99853409 1.        ]]","[[142 196 171 ... 237  13  14]
 [142 196 171 ... 237  13  14]
 [142 196 171 ... 238  14  15]
 ...
 [141 197 170 ... 247  28  28]
 [141 197 170 ... 247  28  29]
 [141 197 170 ... 247  27  28]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
995,1611.mp4,1,"[[1.         0.99693612 0.99548822 ... 0.         0.         0.        ]
 [0.99693612 1.         0.99950366 ... 0.         0.         0.        ]
 [0.99548822 0.99950366 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99693612 0.99548822 ... 0.         0.         0.        ]
 [0.99693612 1.         0.99950366 ... 0.         0.         0.        ]
 [0.99548822 0.99950366 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[152  10 207 ... 225  15  18]
 [153  14 210 ... 228  17  18]
 [155  17 214 ... 227  18  18]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
996,1612.mp4,1,"[[1.         0.99994065 0.9984008  ... 0.98471285 0.98422911 0.98371879]
 [0.99994065 1.         0.99822471 ... 0.98476025 0.98434643 0.98377088]
 [0.9984008  0.99822471 1.         ... 0.98675735 0.98603636 0.98576285]
 ...
 [0.98471285 0.98476025 0.98675735 ... 1.         0.99886464 0.99949233]
 [0.98422911 0.98434643 0.98603636 ... 0.99886464 1.         0.99850069]
 [0.98371879 0.98377088 0.98576285 ... 0.99949233 0.99850069 1.        ]]","[[1.         0.99994065 0.9984008  ... 0.98471285 0.98422911 0.98371879]
 [0.99994065 1.         0.99822471 ... 0.98476025 0.98434643 0.98377088]
 [0.9984008  0.99822471 1.         ... 0.98675735 0.98603636 0.98576285]
 ...
 [0.98471285 0.98476025 0.98675735 ... 1.         0.99886464 0.99949233]
 [0.98422911 0.98434643 0.98603636 ... 0.99886464 1.         0.99850069]
 [0.98371879 0.98377088 0.98576285 ... 0.99949233 0.99850069 1.        ]]","[[131 198 167 ...  52  77  75]
 [132 198 167 ...  52  77  75]
 [132 199 168 ...  51  77  75]
 ...
 [130 196 166 ...  63  89  86]
 [129 196 166 ...  63  89  86]
 [130 196 166 ...  63  89  85]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
997,1614.mp4,1,"[[1.         0.98488725 0.99011283 ... 0.         0.         0.        ]
 [0.98488725 1.         0.99427644 ... 0.         0.         0.        ]
 [0.99011283 0.99427644 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98488725 0.99011283 ... 0.         0.         0.        ]
 [0.98488725 1.         0.99427644 ... 0.         0.         0.        ]
 [0.99011283 0.99427644 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[152 192 167 ... 160 184 180]
 [151 189 165 ... 162 185 182]
 [151 190 165 ... 163 186 183]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
998,1617.mp4,1,"[[1.         0.94612578 0.9632082  ... 0.         0.         0.        ]
 [0.94612578 1.         0.92509701 ... 0.         0.         0.        ]
 [0.9632082  0.92509701 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.94612578 0.9632082  ... 0.         0.         0.        ]
 [0.94612578 1.         0.92509701 ... 0.         0.         0.        ]
 [0.9632082  0.92509701 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[107 142 119 ... 188 215 212]
 [113 158 133 ... 183 214 213]
 [109 144 120 ... 185 213 211]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
999,1619.mp4,0,"[[1.         0.97038862 0.97690983 ... 0.         0.         0.        ]
 [0.97038862 1.         0.99129001 ... 0.         0.         0.        ]
 [0.97690983 0.99129001 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97038862 0.97690983 ... 0.         0.         0.        ]
 [0.97038862 1.         0.99129001 ... 0.         0.         0.        ]
 [0.97690983 0.99129001 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 44  86  68 ... 144 166 165]
 [171  25 218 ... 184 235 233]
 [172  22 216 ... 183 237 233]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1000,1620.mp4,0,"[[1.         0.99434654 0.98718673 ... 0.95290168 0.95268445 0.95156068]
 [0.99434654 1.         0.98936399 ... 0.95409597 0.95388935 0.95254402]
 [0.98718673 0.98936399 1.         ... 0.95656054 0.95634537 0.95611532]
 ...
 [0.95290168 0.95409597 0.95656054 ... 1.         0.99982962 0.99190561]
 [0.95268445 0.95388935 0.95634537 ... 0.99982962 1.         0.99214587]
 [0.95156068 0.95254402 0.95611532 ... 0.99190561 0.99214587 1.        ]]","[[1.         0.99434654 0.98718673 ... 0.95290168 0.95268445 0.95156068]
 [0.99434654 1.         0.98936399 ... 0.95409597 0.95388935 0.95254402]
 [0.98718673 0.98936399 1.         ... 0.95656054 0.95634537 0.95611532]
 ...
 [0.95290168 0.95409597 0.95656054 ... 1.         0.99982962 0.99190561]
 [0.95268445 0.95388935 0.95634537 ... 0.99982962 1.         0.99214587]
 [0.95156068 0.95254402 0.95611532 ... 0.99190561 0.99214587 1.        ]]","[[126 191 154 ... 233  24  10]
 [131 194 158 ... 236  25  12]
 [138 202 155 ... 240  27  22]
 ...
 [153 235 193 ... 205   0 253]
 [154 236 194 ... 205   0 254]
 [155 236 194 ... 201 252 251]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1001,1621.mp4,1,"[[1.         0.99797008 0.99855774 ... 0.         0.         0.        ]
 [0.99797008 1.         0.99899044 ... 0.         0.         0.        ]
 [0.99855774 0.99899044 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99797008 0.99855774 ... 0.         0.         0.        ]
 [0.99797008 1.         0.99899044 ... 0.         0.         0.        ]
 [0.99855774 0.99899044 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[101 208 151 ...  64 141 131]
 [101 210 153 ...  62 139 129]
 [102 212 154 ...  64 139 130]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1002,1622.mp4,1,"[[1.         0.99791916 0.99643446 ... 0.         0.         0.        ]
 [0.99791916 1.         0.99926998 ... 0.         0.         0.        ]
 [0.99643446 0.99926998 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99791916 0.99643446 ... 0.         0.         0.        ]
 [0.99791916 1.         0.99926998 ... 0.         0.         0.        ]
 [0.99643446 0.99926998 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[161  57 242 ... 247  65  68]
 [161  57 242 ... 248  68  69]
 [161  57 242 ... 250  69  70]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1003,1623.mp4,0,,,,
1004,1624.mp4,1,"[[1.         0.99795151 0.98997293 ... 0.         0.         0.        ]
 [0.99795151 1.         0.98928306 ... 0.         0.         0.        ]
 [0.98997293 0.98928306 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99795151 0.98997293 ... 0.         0.         0.        ]
 [0.99795151 1.         0.98928306 ... 0.         0.         0.        ]
 [0.98997293 0.98928306 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 78 141  86 ...   7  68  55]
 [ 80 143  88 ...   8  69  56]
 [ 78 143  88 ...  12  69  57]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1005,1626.mp4,0,"[[1.         0.99542577 0.98792152 ... 0.         0.         0.        ]
 [0.99542577 1.         0.99181364 ... 0.         0.         0.        ]
 [0.98792152 0.99181364 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99542577 0.98792152 ... 0.         0.         0.        ]
 [0.99542577 1.         0.99181364 ... 0.         0.         0.        ]
 [0.98792152 0.99181364 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[132 236 183 ... 144 207 196]
 [132 235 183 ... 147 208 196]
 [128 237 186 ... 152 205 193]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1006,1627.mp4,1,"[[1.         0.98891231 0.98679159 ... 0.         0.         0.        ]
 [0.98891231 1.         0.99574749 ... 0.         0.         0.        ]
 [0.98679159 0.99574749 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98891231 0.98679159 ... 0.         0.         0.        ]
 [0.98891231 1.         0.99574749 ... 0.         0.         0.        ]
 [0.98679159 0.99574749 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[148   9 215 ... 170 225 224]
 [150  10 214 ... 172 226 225]
 [149   9 212 ... 171 225 225]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1007,1629.mp4,0,"[[1.         0.99923226 0.99923761 ... 0.9700447  0.9696052  0.96691989]
 [0.99923226 1.         0.99979095 ... 0.96986805 0.96972277 0.96768347]
 [0.99923761 0.99979095 1.         ... 0.97024529 0.97006143 0.96793293]
 ...
 [0.9700447  0.96986805 0.97024529 ... 1.         0.99763813 0.9907482 ]
 [0.9696052  0.96972277 0.97006143 ... 0.99763813 1.         0.99419487]
 [0.96691989 0.96768347 0.96793293 ... 0.9907482  0.99419487 1.        ]]","[[1.         0.99923226 0.99923761 ... 0.9700447  0.9696052  0.96691989]
 [0.99923226 1.         0.99979095 ... 0.96986805 0.96972277 0.96768347]
 [0.99923761 0.99979095 1.         ... 0.97024529 0.97006143 0.96793293]
 ...
 [0.9700447  0.96986805 0.97024529 ... 1.         0.99763813 0.9907482 ]
 [0.9696052  0.96972277 0.97006143 ... 0.99763813 1.         0.99419487]
 [0.96691989 0.96768347 0.96793293 ... 0.9907482  0.99419487 1.        ]]","[[172  77   2 ... 178   4 253]
 [171  78   2 ... 178   4 254]
 [172  77   3 ... 178   3 253]
 ...
 [160  73 252 ... 221  45  36]
 [161  74 252 ... 226  46  37]
 [163  77   0 ... 229  48  37]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1008,1633.mp4,1,"[[1.         0.99977819 0.99816194 ... 0.         0.         0.        ]
 [0.99977819 1.         0.99805878 ... 0.         0.         0.        ]
 [0.99816194 0.99805878 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99977819 0.99816194 ... 0.         0.         0.        ]
 [0.99977819 1.         0.99805878 ... 0.         0.         0.        ]
 [0.99816194 0.99805878 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 68 135 104 ...  43  86  78]
 [ 68 135 104 ...  43  86  78]
 [ 68 135 104 ...  43  86  78]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1009,1635.mp4,0,"[[1.         0.98232335 0.99608474 ... 0.97459182 0.97507655 0.97498458]
 [0.98232335 1.         0.98040378 ... 0.98632465 0.98340282 0.98659727]
 [0.99608474 0.98040378 1.         ... 0.97486631 0.97587909 0.97451879]
 ...
 [0.97459182 0.98632465 0.97486631 ... 1.         0.99689342 0.99911409]
 [0.97507655 0.98340282 0.97587909 ... 0.99689342 1.         0.9967977 ]
 [0.97498458 0.98659727 0.97451879 ... 0.99911409 0.9967977  1.        ]]","[[1.         0.98232335 0.99608474 ... 0.97459182 0.97507655 0.97498458]
 [0.98232335 1.         0.98040378 ... 0.98632465 0.98340282 0.98659727]
 [0.99608474 0.98040378 1.         ... 0.97486631 0.97587909 0.97451879]
 ...
 [0.97459182 0.98632465 0.97486631 ... 1.         0.99689342 0.99911409]
 [0.97507655 0.98340282 0.97587909 ... 0.99689342 1.         0.9967977 ]
 [0.97498458 0.98659727 0.97451879 ... 0.99911409 0.9967977  1.        ]]","[[192  35 243 ... 254  56  50]
 [194  37 247 ...   3  53  46]
 [192  35 244 ... 255  58  51]
 ...
 [204  49 247 ...   9  64  65]
 [203  49 246 ...   8  66  65]
 [204  48 247 ...   9  64  65]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1010,1636.mp4,1,"[[1.         0.99977836 0.99688145 ... 0.99776691 0.99757797 0.9981884 ]
 [0.99977836 1.         0.9967602  ... 0.99753498 0.99738359 0.99811019]
 [0.99688145 0.9967602  1.         ... 0.99600747 0.99575165 0.99589066]
 ...
 [0.99776691 0.99753498 0.99600747 ... 1.         0.99960326 0.99898893]
 [0.99757797 0.99738359 0.99575165 ... 0.99960326 1.         0.9991001 ]
 [0.9981884  0.99811019 0.99589066 ... 0.99898893 0.9991001  1.        ]]","[[1.         0.99977836 0.99688145 ... 0.99776691 0.99757797 0.9981884 ]
 [0.99977836 1.         0.9967602  ... 0.99753498 0.99738359 0.99811019]
 [0.99688145 0.9967602  1.         ... 0.99600747 0.99575165 0.99589066]
 ...
 [0.99776691 0.99753498 0.99600747 ... 1.         0.99960326 0.99898893]
 [0.99757797 0.99738359 0.99575165 ... 0.99960326 1.         0.9991001 ]
 [0.9981884  0.99811019 0.99589066 ... 0.99898893 0.9991001  1.        ]]","[[139 192 159 ... 254  24  29]
 [139 192 160 ... 254  24  28]
 [139 192 162 ...   0  26  29]
 ...
 [140 193 163 ... 255  27  29]
 [140 193 164 ... 255  27  29]
 [140 193 163 ...   1  27  29]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1011,1637.mp4,0,"[[1.         0.98803242 0.98150642 ... 0.         0.         0.        ]
 [0.98803242 1.         0.98503946 ... 0.         0.         0.        ]
 [0.98150642 0.98503946 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98803242 0.98150642 ... 0.         0.         0.        ]
 [0.98803242 1.         0.98503946 ... 0.         0.         0.        ]
 [0.98150642 0.98503946 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[165  65 232 ... 247  77  80]
 [163  63 228 ... 250  80  82]
 [163  67 233 ... 247  85  84]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1012,1639.mp4,1,"[[1.         0.99688344 0.96404143 ... 0.         0.         0.        ]
 [0.99688344 1.         0.96862408 ... 0.         0.         0.        ]
 [0.96404143 0.96862408 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99688344 0.96404143 ... 0.         0.         0.        ]
 [0.99688344 1.         0.96862408 ... 0.         0.         0.        ]
 [0.96404143 0.96862408 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[194  63  12 ... 146 206 203]
 [195  63  13 ... 146 208 204]
 [192  65  10 ... 140 203 203]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1013,1640.mp4,0,"[[1.         0.99110643 0.99601595 ... 0.         0.         0.        ]
 [0.99110643 1.         0.99707629 ... 0.         0.         0.        ]
 [0.99601595 0.99707629 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99110643 0.99601595 ... 0.         0.         0.        ]
 [0.99110643 1.         0.99707629 ... 0.         0.         0.        ]
 [0.99601595 0.99707629 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[138  20 199 ... 234  41  39]
 [128  14 185 ... 225  40  34]
 [141  26 199 ... 223  43  42]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
1014,1641.mp4,0,"[[1.         0.99983773 0.99984129 ... 0.96980108 0.97052169 0.98880338]
 [0.99983773 1.         0.99999849 ... 0.97006033 0.97092205 0.98833595]
 [0.99984129 0.99999849 1.         ... 0.9700573  0.97091151 0.98836351]
 ...
 [0.96980108 0.97006033 0.9700573  ... 1.         0.99457411 0.96315767]
 [0.97052169 0.97092205 0.97091151 ... 0.99457411 1.         0.96352756]
 [0.98880338 0.98833595 0.98836351 ... 0.96315767 0.96352756 1.        ]]","[[1.         0.99983773 0.99984129 ... 0.96980108 0.97052169 0.98880338]
 [0.99983773 1.         0.99999849 ... 0.97006033 0.97092205 0.98833595]
 [0.99984129 0.99999849 1.         ... 0.9700573  0.97091151 0.98836351]
 ...
 [0.96980108 0.97006033 0.9700573  ... 1.         0.99457411 0.96315767]
 [0.97052169 0.97092205 0.97091151 ... 0.99457411 1.         0.96352756]
 [0.98880338 0.98833595 0.98836351 ... 0.96315767 0.96352756 1.        ]]","[[128 217 182 ...  61 102 100]
 [129 218 184 ...  59 101  99]
 [129 218 184 ...  59 101  99]
 ...
 [122 211 175 ...  61 104 101]
 [124 214 177 ...  55 103  98]
 [126 216 178 ...  57  99  93]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
