,Unnamed: 0,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
246,246,523.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
247,247,527.mp4,0,"[[1.         0.99519887 0.96603672 ... 0.         0.         0.        ]
 [0.99519887 1.         0.96650619 ... 0.         0.         0.        ]
 [0.96603672 0.96650619 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99519887 0.96603672 ... 0.         0.         0.        ]
 [0.99519887 1.         0.96650619 ... 0.         0.         0.        ]
 [0.96603672 0.96650619 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[250  54  24 ... 180 205 205]
 [250  54  23 ... 181 206 206]
 [246  52  19 ... 181 205 206]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
248,248,528.mp4,0,"[[1.         0.98078284 0.97716098 ... 0.         0.         0.        ]
 [0.98078284 1.         0.96553341 ... 0.         0.         0.        ]
 [0.97716098 0.96553341 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98078284 0.97716098 ... 0.         0.         0.        ]
 [0.98078284 1.         0.96553341 ... 0.         0.         0.        ]
 [0.97716098 0.96553341 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 83 134 105 ...  12  51  32]
 [ 76 130  96 ...  24  64  52]
 [ 84 138 109 ... 255  43  25]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
249,249,537.mp4,0,"[[1.         0.99999985 0.98405419 ... 0.97726282 0.96184029 0.97759774]
 [0.99999985 1.         0.9840561  ... 0.97726159 0.9618397  0.97759661]
 [0.98405419 0.9840561  1.         ... 0.9557857  0.94443326 0.95622317]
 ...
 [0.97726282 0.97726159 0.9557857  ... 1.         0.97512577 0.99666827]
 [0.96184029 0.9618397  0.94443326 ... 0.97512577 1.         0.98016126]
 [0.97759774 0.97759661 0.95622317 ... 0.99666827 0.98016126 1.        ]]","[[1.         0.99999985 0.98405419 ... 0.         0.         0.        ]
 [0.99999985 1.         0.9840561  ... 0.         0.         0.        ]
 [0.98405419 0.9840561  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[226  70  33 ... 199 253   2]
 [226  70  33 ... 199 253   2]
 [232  78  40 ... 209   3  12]
 ...
 [175 254 207 ... 184 237 234]
 [180  33 244 ... 217  23  21]
 [186  26 234 ... 201   1   3]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
250,250,539.mp4,0,"[[1.         0.99752239 0.98746298 ... 0.         0.         0.        ]
 [0.99752239 1.         0.99247938 ... 0.         0.         0.        ]
 [0.98746298 0.99247938 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99752239 0.98746298 ... 0.         0.         0.        ]
 [0.99752239 1.         0.99247938 ... 0.         0.         0.        ]
 [0.98746298 0.99247938 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[231  76  23 ... 153 223 230]
 [230  76  22 ... 156 225 233]
 [228  77  21 ... 153 227 233]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
251,251,542.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[1.         0.90961883 0.93575279 ... 0.         0.         0.        ]
 [0.90961883 1.         0.98041111 ... 0.         0.         0.        ]
 [0.93575279 0.98041111 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
252,252,545.mp4,0,"[[1.         0.99963128 0.99869268 ... 0.         0.         0.        ]
 [0.99963128 1.         0.99932993 ... 0.         0.         0.        ]
 [0.99869268 0.99932993 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99963128 0.99869268 ... 0.         0.         0.        ]
 [0.99963128 1.         0.99932993 ... 0.         0.         0.        ]
 [0.99869268 0.99932993 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[139 212 175 ...  83 114 117]
 [138 212 175 ...  82 113 117]
 [138 212 174 ...  84 114 119]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
253,253,552.mp4,0,"[[1.         0.99448968 0.98967668 ... 0.         0.         0.        ]
 [0.99448968 1.         0.99448028 ... 0.         0.         0.        ]
 [0.98967668 0.99448028 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99448968 0.98967668 ... 0.         0.         0.        ]
 [0.99448968 1.         0.99448028 ... 0.         0.         0.        ]
 [0.98967668 0.99448028 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[138 233 193 ...  56  89  91]
 [136 232 192 ...  57  92  91]
 [137 232 190 ...  57  93  95]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
254,254,566.mp4,0,"[[1.         0.99999825 0.99518677 ... 0.         0.         0.        ]
 [0.99999825 1.         0.99518953 ... 0.         0.         0.        ]
 [0.99518677 0.99518953 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99999825 0.99518677 ... 0.         0.         0.        ]
 [0.99999825 1.         0.99518953 ... 0.         0.         0.        ]
 [0.99518677 0.99518953 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 68 153 102 ...  10  59  52]
 [ 68 153 102 ...  10  59  52]
 [ 69 152 100 ...  10  58  52]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
255,255,567.mp4,0,"[[1.         0.94740254 0.94861644 ... 0.         0.         0.        ]
 [0.94740254 1.         0.99680623 ... 0.         0.         0.        ]
 [0.94861644 0.99680623 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.94740254 0.94861644 ... 0.         0.         0.        ]
 [0.94740254 1.         0.99680623 ... 0.         0.         0.        ]
 [0.94861644 0.99680623 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[136  26 202 ... 110 168 182]
 [126  33 190 ... 123 159 195]
 [126  36 189 ... 120 159 193]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
256,256,569.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
257,257,57.mp4,0,"[[1.         0.9995226  0.9987335  ... 0.         0.         0.        ]
 [0.9995226  1.         0.99806241 ... 0.         0.         0.        ]
 [0.9987335  0.99806241 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9995226  0.9987335  ... 0.         0.         0.        ]
 [0.9995226  1.         0.99806241 ... 0.         0.         0.        ]
 [0.9987335  0.99806241 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[171  84 250 ... 228  16  16]
 [171  83 249 ... 228  16  16]
 [172  85 250 ... 229  17  17]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
258,258,574.mp4,0,"[[1.         0.         0.99668673 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.99668673 0.         1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99668673 0.97365008 ... 0.         0.         0.        ]
 [0.99668673 1.         0.97939904 ... 0.         0.         0.        ]
 [0.97365008 0.97939904 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[164  70 245 ... 170  13 255]
 [  0   0   0 ...   0   0   0]
 [159  70 240 ... 171  14   3]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
259,259,578.mp4,0,"[[1.         0.99361351 0.99542762 ... 0.         0.         0.        ]
 [0.99361351 1.         0.99438153 ... 0.         0.         0.        ]
 [0.99542762 0.99438153 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99361351 0.99542762 ... 0.         0.         0.        ]
 [0.99361351 1.         0.99438153 ... 0.         0.         0.        ]
 [0.99542762 0.99438153 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 91 156 107 ... 215 252 252]
 [ 90 156 107 ... 215 252 252]
 [ 91 156 108 ... 216 253 253]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
260,260,581.mp4,0,"[[1.         0.99510768 0.99504166 ... 0.         0.         0.        ]
 [0.99510768 1.         0.99987755 ... 0.         0.         0.        ]
 [0.99504166 0.99987755 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99510768 0.99504166 ... 0.         0.         0.        ]
 [0.99510768 1.         0.99987755 ... 0.         0.         0.        ]
 [0.99504166 0.99987755 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[118  41 198 ...  90 191 198]
 [114  39 188 ...  93 191 201]
 [112  37 185 ...  94 190 200]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
261,261,586.mp4,0,"[[1.         0.99544788 0.99570259 ... 0.         0.         0.        ]
 [0.99544788 1.         0.99907245 ... 0.         0.         0.        ]
 [0.99570259 0.99907245 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99544788 0.99570259 ... 0.         0.         0.        ]
 [0.99544788 1.         0.99907245 ... 0.         0.         0.        ]
 [0.99570259 0.99907245 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[112 174 135 ... 193 225 231]
 [113 174 135 ... 192 224 230]
 [113 175 135 ... 191 223 230]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
262,262,592.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
263,263,60.mp4,0,"[[1.         0.99409197 0.98909971 ... 0.96683969 0.97145289 0.96960353]
 [0.99409197 1.         0.99451288 ... 0.97450618 0.97955767 0.97730715]
 [0.98909971 0.99451288 1.         ... 0.97518704 0.98046868 0.97873074]
 ...
 [0.96683969 0.97450618 0.97518704 ... 1.         0.99714506 0.99788769]
 [0.97145289 0.97955767 0.98046868 ... 0.99714506 1.         0.99903137]
 [0.96960353 0.97730715 0.97873074 ... 0.99788769 0.99903137 1.        ]]","[[1.         0.99409197 0.98909971 ... 0.96683969 0.97145289 0.96960353]
 [0.99409197 1.         0.99451288 ... 0.97450618 0.97955767 0.97730715]
 [0.98909971 0.99451288 1.         ... 0.97518704 0.98046868 0.97873074]
 ...
 [0.96683969 0.97450618 0.97518704 ... 1.         0.99714506 0.99788769]
 [0.97145289 0.97955767 0.98046868 ... 0.99714506 1.         0.99903137]
 [0.96960353 0.97730715 0.97873074 ... 0.99788769 0.99903137 1.        ]]","[[109 179 150 ...  27  59  54]
 [110 180 150 ...  26  59  53]
 [110 181 153 ...  28  61  55]
 ...
 [122 195 163 ...  56  89  85]
 [123 195 164 ...  56  88  84]
 [122 195 164 ...  55  88  84]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
264,264,607.mp4,0,"[[1.         0.98915869 0.98863353 ... 0.93143106 0.93444038 0.93492702]
 [0.98915869 1.         0.99903579 ... 0.93937132 0.94302845 0.94337368]
 [0.98863353 0.99903579 1.         ... 0.93780952 0.9413479  0.94179834]
 ...
 [0.93143106 0.93937132 0.93780952 ... 1.         0.99676105 0.99761367]
 [0.93444038 0.94302845 0.9413479  ... 0.99676105 1.         0.99695337]
 [0.93492702 0.94337368 0.94179834 ... 0.99761367 0.99695337 1.        ]]","[[1.         0.98915869 0.98863353 ... 0.93444038 0.93492702 0.        ]
 [0.98915869 1.         0.99903579 ... 0.94302845 0.94337368 0.        ]
 [0.98863353 0.99903579 1.         ... 0.9413479  0.94179834 0.        ]
 ...
 [0.93444038 0.94302845 0.9413479  ... 1.         0.99695337 0.        ]
 [0.93492702 0.94337368 0.94179834 ... 0.99695337 1.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[116 219 171 ...  37  92  86]
 [116 218 174 ...  34  86  76]
 [115 217 173 ...  34  87  75]
 ...
 [112 220 178 ...  35  97  80]
 [114 221 179 ...  36  94  77]
 [112 220 178 ...  36  98  81]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
265,265,616.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
266,266,62.mp4,0,"[[1.         0.99815671 0.99793588 ... 0.96052515 0.964824   0.96481715]
 [0.99815671 1.         0.99950319 ... 0.96254245 0.96685907 0.96685171]
 [0.99793588 0.99950319 1.         ... 0.96279114 0.96706207 0.96705448]
 ...
 [0.96052515 0.96254245 0.96279114 ... 1.         0.99567688 0.99567652]
 [0.964824   0.96685907 0.96706207 ... 0.99567688 1.         0.99999923]
 [0.96481715 0.96685171 0.96705448 ... 0.99567652 0.99999923 1.        ]]","[[1.         0.99815671 0.99793588 ... 0.96052515 0.964824   0.96481715]
 [0.99815671 1.         0.99950319 ... 0.96254245 0.96685907 0.96685171]
 [0.99793588 0.99950319 1.         ... 0.96279114 0.96706207 0.96705448]
 ...
 [0.96052515 0.96254245 0.96279114 ... 1.         0.99567688 0.99567652]
 [0.964824   0.96685907 0.96706207 ... 0.99567688 1.         0.99999923]
 [0.96481715 0.96685171 0.96705448 ... 0.99567652 0.99999923 1.        ]]","[[ 83 148 107 ...  32  80  70]
 [ 84 148 108 ...  33  80  70]
 [ 84 149 109 ...  33  80  70]
 ...
 [128 198 163 ...   7  57  57]
 [122 194 161 ...   8  56  53]
 [122 194 161 ...   8  56  53]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
267,267,621.mp4,0,"[[1.         0.97914211 0.99867966 ... 0.98061285 0.96028617 0.95849366]
 [0.97914211 1.         0.98109876 ... 0.98858412 0.97051037 0.96831375]
 [0.99867966 0.98109876 1.         ... 0.98194543 0.96157051 0.95969468]
 ...
 [0.98061285 0.98858412 0.98194543 ... 1.         0.97511519 0.97281409]
 [0.96028617 0.97051037 0.96157051 ... 0.97511519 1.         0.99735466]
 [0.95849366 0.96831375 0.95969468 ... 0.97281409 0.99735466 1.        ]]","[[1.         0.97914211 0.99867966 ... 0.98061285 0.96028617 0.95849366]
 [0.97914211 1.         0.98109876 ... 0.98858412 0.97051037 0.96831375]
 [0.99867966 0.98109876 1.         ... 0.98194543 0.96157051 0.95969468]
 ...
 [0.98061285 0.98858412 0.98194543 ... 1.         0.97511519 0.97281409]
 [0.96028617 0.97051037 0.96157051 ... 0.97511519 1.         0.99735466]
 [0.95849366 0.96831375 0.95969468 ... 0.97281409 0.99735466 1.        ]]","[[207  69  18 ...  37  88  78]
 [211  77  19 ...  41  97 100]
 [208  70  17 ...  35  87  79]
 ...
 [177  34 236 ...  80 134 136]
 [175  41 229 ...  78 141 146]
 [175  41 229 ...  81 142 146]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
